Start,End
Chittoor,Nellore
Chittoor,Kadapa
Kadapa,Anantapur
Kadapa,Prakasam
Anantapur,Prakasam
Prakasam,Kurnool
Prakasam,Nellore
Prakasam,Guntur
Guntur,Krishna
Guntur,West-Godavari
Krishna,West-Godavari
West-Godavari,East-Godavari
East-Godavari,Visakhapatnam
East-Godavari,Vizianagaram
Vizianagaram,Visakhapatnam
Vizianagaram,Srikakulam
